Word	Bigram	Conc.M	Conc.SD	Unknown	Total	Percent_known	SUBTLEX
consequence	0	2.64	1.52	0	28	1.00	160
consequent	0	1.83	1.15	2	25	0.92	5
consequential	0	1.86	1.27	0	29	1.00	2
consequentiality	0	2.04	1.04	3	29	0.90	0
consequentially	0	1.65	0.91	0	31	1.00	0
consequently	0	1.69	0.79	1	27	0.96	50
conservable	0	2	0.76	0	29	1.00	0
conservation	0	2.41	1.39	0	27	1.00	32
conservational	0	1.86	0.93	0	28	1.00	0
conservationist	0	3.17	1.44	0	29	1.00	3
conservatism	0	1.89	1.03	2	30	0.93	1
conservative	0	1.96	1.19	0	27	1.00	192
conservatively	0	1.63	1.03	0	30	1.00	10
conservativeness	0	1.58	0.7	0	26	1.00	0
conservator	0	3.44	1.25	2	29	0.93	8
conservatory	0	4.24	1.02	0	29	1.00	69
conserve	0	1.96	0.98	1	28	0.96	44
consider	0	1.68	0.98	0	28	1.00	2676
considerable	0	2.14	1.06	0	29	1.00	231
considerably	0	1.62	0.71	0	24	1.00	83
considerate	0	1.92	1.19	0	25	1.00	175
considerately	0	1.8	1.11	1	21	0.95	1
considerateness	0	1.68	1.16	0	28	1.00	0
consideration	0	1.86	1.27	0	28	1.00	334
considered	0	1.97	1.24	1	30	0.97	1182
considerer	0	2.35	1.38	3	29	0.90	0
considering	0	1.75	1.04	0	28	1.00	973
consign	0	2	1.21	3	30	0.90	10
consignment	0	2.63	1.28	1	28	0.96	29
consignor	0	3.44	1.61	4	29	0.86	1
consist	0	2.07	1.1	1	30	0.97	22
consistence	0	2.11	1.42	2	30	0.93	1
consistency	0	2.55	1.18	0	29	1.00	39
consistent	0	2.21	1.26	0	29	1.00	293
consistently	0	2.04	1.11	0	26	1.00	44
consolable	0	1.92	1.02	2	26	0.92	0
consolation	0	2.14	1.15	0	28	1.00	186
console	0	3.86	1.43	0	29	1.00	114
consoler	0	3.04	1.34	3	29	0.90	0
consolidate	0	2.72	1.28	1	26	0.96	23
consolidated	0	2.54	1.4	0	28	1.00	36
consolidation	0	2.79	1.38	0	24	1.00	10
consolidator	0	2.96	1.51	2	29	0.93	0
consoling	0	2.41	1.18	1	30	0.97	30
consolingly	0	1.92	1.12	2	27	0.93	0
consonance	0	2.22	1.12	2	29	0.93	0
consonant	0	3.21	1.52	2	30	0.93	10
consort	0	2.67	1.17	3	27	0.89	32
consortium	0	2.52	1.5	3	24	0.88	35
conspicuous	0	1.89	0.93	0	27	1.00	75
conspicuously	0	1.86	0.99	1	30	0.97	3
conspicuousness	0	2.08	0.95	3	28	0.89	0
conspiracy	0	1.76	1.16	0	25	1.00	526
conspirator	0	2.37	1.62	0	27	1.00	11
conspiratorial	0	1.76	0.93	4	29	0.86	6
conspiratorially	0	1.46	0.71	2	28	0.93	0
conspire	0	2.67	1.47	0	27	1.00	31
conspirer	0	2.93	1.41	0	28	1.00	1
conspiring	0	2.11	1.07	0	28	1.00	53
conspiringly	0	1.65	1.09	3	29	0.90	0
constable	0	4.54	0.95	2	28	0.93	144
constancy	0	1.83	1.03	3	26	0.88	10
constant	0	2.04	1.26	0	28	1.00	506
constantly	0	2.21	1.2	0	28	1.00	450
constellation	0	4.31	1	1	30	0.97	48
constestable	0	1.81	1.08	3	30	0.90	0
constipate	0	2.86	1.33	1	30	0.97	0
constipated	0	3.36	1.34	0	28	1.00	44
constipation	0	3.36	1.39	1	29	0.97	21
constituency	0	2.56	1.48	1	28	0.96	22
constituent	0	3.12	1.42	4	29	0.86	6
constitute	0	2.13	1.17	0	30	1.00	43
constitution	0	3.23	1.68	0	30	1.00	282
constitutional	0	1.93	1.17	0	30	1.00	112
constitutionalism	0	1.71	0.85	1	29	0.97	0
constitutionalist	0	3.32	1.59	1	29	0.97	0
constitutionality	0	1.7	1.17	1	28	0.96	6
constitutionally	0	1.86	1.27	0	29	1.00	10
constrain	0	2.57	1.55	0	30	1.00	2
constrainable	0	2.15	1.26	1	27	0.96	0
constrained	0	2.52	1.2	1	24	0.96	12
constraining	0	2.46	1.48	2	28	0.93	0
constraint	0	2.93	1.27	0	28	1.00	2
constrict	0	3.07	1.41	0	27	1.00	3
constricted	0	2.79	1.37	0	28	1.00	7
constriction	0	3	1.56	1	29	0.97	3
constrictive	0	2.26	1.26	0	27	1.00	5
constrictor	0	3.93	1.25	2	30	0.93	12
constringent	0	1.58	0.97	3	27	0.89	0
construct	0	2.6	1.19	0	25	1.00	74
constructer	0	3.68	1.28	1	29	0.97	0
constructible	0	3.03	1.38	0	29	1.00	0
construction	0	3.72	1.44	0	29	1.00	706
constructional	0	2.33	1.04	2	29	0.93	0
constructionist	0	2.81	1.55	1	27	0.96	1
constructive	0	1.9	1.11	0	29	1.00	111
constructively	0	2	0.89	0	26	1.00	7
constructiveness	0	1.83	1.05	1	25	0.96	0
constructivism	0	1.42	0.93	3	27	0.89	0
constructor	0	3.86	1.15	1	29	0.97	2
construe	0	1.88	1.2	3	28	0.89	15
consul	0	3.36	1.35	3	28	0.89	184
consulate	0	3.6	1.35	4	29	0.86	249
consult	0	3.04	1.34	0	26	1.00	285
consultable	0	1.96	1.33	4	27	0.85	0
consultancy	0	2.04	1.33	3	27	0.89	0
consultant	0	3.97	1.33	0	30	1.00	187
consultation	0	2.19	1.08	0	27	1.00	64
consultative	0	1.96	0.93	3	28	0.89	0
consulting	0	2.14	1.18	0	28	1.00	146
consumable	0	2.63	1.47	0	27	1.00	0
consume	0	3.41	1.27	0	29	1.00	105
consumer	0	3.57	1.45	0	30	1.00	106
consumerism	0	2.08	1.38	1	25	0.96	9
consuming	0	3.33	1.14	1	28	0.96	54
consummate	0	2.08	1.25	4	28	0.86	50
consummately	0	1.48	0.65	3	28	0.89	1
consummation	0	2.96	1.43	2	25	0.92	10
consumption	0	3.16	1.4	0	25	1.00	94
consumptive	0	2.05	1.12	2	23	0.91	1
consumptively	0	1.73	0.92	3	29	0.90	0
contact	0	3.86	1.41	0	28	1.00	3305
contactor	0	3.37	1.42	3	30	0.90	0
contagion	0	2.79	1.53	3	27	0.89	21
contagious	0	2.71	1.36	0	28	1.00	170
contagiously	0	1.74	1.02	4	31	0.87	1
contagiousness	0	1.96	1.4	1	27	0.96	0
contain	0	2.74	1.2	0	27	1.00	310
containable	0	3.04	1.57	1	29	0.97	4
container	0	4.85	0.36	0	27	1.00	219
containment	0	3.33	1.39	0	27	1.00	107
contaminant	0	3.62	1.47	0	29	1.00	3
contaminate	0	3.1	1.42	0	29	1.00	36
contamination	0	2.7	1.38	0	27	1.00	60
contaminative	0	2.29	1.05	1	29	0.97	1
contaminator	0	3.19	1.18	0	27	1.00	0
contemplate	0	1.71	1.15	1	29	0.97	63
contemplation	0	1.83	1.17	0	29	1.00	12
contemplative	0	1.78	1.05	0	27	1.00	5
contemplatively	0	1.7	0.99	0	27	1.00	0
contemplativeness	0	1.65	1.06	1	27	0.96	0
contemplator	0	2.76	1.3	3	28	0.89	0
contemporarily	0	1.93	1.15	1	29	0.97	0
contemporariness	0	1.61	0.84	3	26	0.88	0
contemporary	0	1.96	1.16	0	27	1.00	99
contemporize	0	1.85	1.26	2	29	0.93	1
contempt	0	1.82	1.25	0	28	1.00	256
contemptibility	0	1.44	0.7	3	30	0.90	0
contemptibly	0	1.58	0.78	4	28	0.86	1
contemptuous	0	1.69	0.97	2	28	0.93	12
contemptuously	0	1.82	0.85	3	25	0.88	3
contemptuousness	0	1.62	0.94	2	28	0.93	0
contend	0	2.07	1.14	0	30	1.00	48
contender	0	3	1.22	1	29	0.97	49
contending	0	1.67	0.92	1	28	0.96	4
content	0	2.59	1.45	0	27	1.00	389
contented	0	2.15	1.26	1	28	0.96	39
contentedly	0	1.96	0.88	1	29	0.97	5
contentedness	0	1.85	0.83	3	29	0.90	0
contention	0	1.75	1.17	2	30	0.93	41
contentious	0	1.78	0.97	1	28	0.96	9
contentiously	0	1.93	1	2	29	0.93	0
contentiousness	0	1.67	1.05	3	27	0.89	0
contently	0	1.96	0.94	0	27	1.00	2
contentment	0	2.25	1.29	0	28	1.00	21
contents	0	3.65	1.3	0	23	1.00	219
contest	0	3.52	1.24	0	29	1.00	958
contestable	0	2.38	1.35	3	27	0.89	1
contestant	0	4.17	1	0	29	1.00	136
contestation	0	1.68	1.25	4	29	0.86	2
contester	0	2.92	1.56	3	27	0.89	1
context	0	2.17	1.29	0	30	1.00	163
contextual	0	2.18	1.09	0	28	1.00	2
contextually	0	1.88	1.14	2	28	0.93	1
contiguousness	0	2.22	1.38	4	27	0.85	0
continence	0	2.5	1.5	1	29	0.97	0
continent	0	4.34	1.26	1	30	0.97	187
continental	0	2.48	1.36	0	25	1.00	168
continentally	0	2.4	1.44	3	28	0.89	0
contingence	0	1.69	0.97	4	30	0.87	0
contingency	0	2.03	1.21	0	29	1.00	78
contingent	0	2.11	1.25	1	28	0.96	55
contingently	0	1.52	0.71	3	28	0.89	0
continual	0	2.3	1.41	3	30	0.90	16
continually	0	1.76	0.87	0	29	1.00	55
continuance	0	2.12	1.27	3	28	0.89	57
continuation	0	2.36	1.16	1	29	0.97	24
continuative	0	2	1.06	4	30	0.87	0
continue	0	2.36	1.28	0	28	1.00	2527
continued	0	2.2	1.15	0	25	1.00	370
continuingly	0	2.04	1.1	4	29	0.86	0
continuity	0	2.03	1.02	0	29	1.00	35
continuous	0	2.11	1.15	0	27	1.00	98
continuously	0	2.5	1.33	0	30	1.00	50
continuousness	0	2.19	1.24	1	28	0.96	0
continuum	0	2.36	1.25	0	28	1.00	77
contort	0	3.35	1.2	1	27	0.96	5
contorted	0	2.89	1.22	1	28	0.96	5
contortion	0	3	1.36	2	28	0.93	4
contortionist	0	4.33	1	0	27	1.00	6
contour	0	3.24	1.45	0	25	1.00	14
contoured	0	2.96	1.25	2	28	0.93	4
contraband	0	3.33	1.37	0	30	1.00	48
contraception	0	3.29	1.33	0	28	1.00	23
contraceptive	0	3.89	1.42	0	27	1.00	17
contract	0	4.15	1.2	0	27	1.00	1650
contracted	0	2.33	1.36	1	28	0.96	94
contractibility	0	2.21	1.29	2	30	0.93	0
contractible	0	1.96	1.12	3	27	0.89	0
contraction	0	3.53	1.5	0	30	1.00	55
contractor	0	4.2	1.16	0	30	1.00	160
contractual	0	2	1.13	1	27	0.96	10
contractually	0	2.22	1.31	1	28	0.96	10
contradict	0	2.24	1.35	1	30	0.97	69
contradictable	0	1.91	0.75	3	25	0.88	0
contradicter	0	2.3	1.54	2	29	0.93	0
contradiction	0	2.11	1.22	0	27	1.00	75
contradictious	0	1.83	0.96	3	27	0.89	0
contradictive	0	1.75	0.9	1	25	0.96	0
contradictor	0	2.32	1.38	1	26	0.96	0
contradictoriness	0	2.08	1.15	2	27	0.93	0
contradictory	0	2.31	1.26	0	29	1.00	32
contraption	0	3.66	1.26	1	30	0.97	75
contrarian	0	2.19	1.27	3	29	0.90	0
contrarily	0	1.81	0.98	2	28	0.93	0
contrary	0	1.56	0.89	0	27	1.00	454
contrast	0	2.64	1.31	0	28	1.00	107
contrastingly	0	1.97	1.05	0	29	1.00	0
contrastive	0	2.12	1.23	4	28	0.86	0
contributable	0	1.39	0.66	3	26	0.88	1
contribute	0	2.13	1.14	0	30	1.00	194
contribution	0	2.41	1.21	0	29	1.00	223
contributive	0	1.63	0.97	1	28	0.96	0
contributively	0	1.65	0.71	3	26	0.88	0
contributor	0	3.6	1.19	1	26	0.96	18
contributory	0	2.08	1.2	2	28	0.93	3
contrite	0	2.32	1.39	1	29	0.97	11
contritely	0	1.83	1.17	4	28	0.86	1
contrive	0	1.96	1.04	3	29	0.90	5
control	0	1.93	1.13	0	29	1.00	6662
controllability	0	1.71	1.01	2	30	0.93	0
controllable	0	1.72	1	0	29	1.00	8
controllably	0	1.9	1.01	0	29	1.00	0
controller	0	4.33	1.04	0	27	1.00	66
controllership	0	2.41	1.45	1	30	0.97	0
controversial	0	1.53	0.9	0	30	1.00	109
controversialist	0	2.6	1.57	3	23	0.87	0
controversially	0	1.48	0.8	0	27	1.00	1
controversy	0	2.29	1.33	0	24	1.00	83
contusion	0	4.04	1.16	1	25	0.96	36
conundrum	0	1.93	1.14	2	29	0.93	25
convalesce	0	2.08	1.04	3	28	0.89	3
convalescent	0	2.46	1.36	4	30	0.87	17
convection	0	2.74	1.35	2	29	0.93	4
convectional	0	2.85	1.51	2	29	0.93	0
convene	0	2.79	1.45	1	30	0.97	39
convenience	0	2.04	1.1	0	28	1.00	245
convenient	0	1.85	1.13	0	27	1.00	436
conveniently	0	1.67	0.83	0	27	1.00	76
convent	0	3.96	1.51	1	26	0.96	170
convention	0	3.28	1.39	1	30	0.97	629
conventional	0	1.5	0.75	0	28	1.00	155
conventionalism	0	1.18	0.48	1	29	0.97	0
conventionalist	0	2.25	1.59	2	26	0.92	0
conventionality	0	1.96	1.09	3	30	0.90	4
conventionally	0	1.65	1.09	0	26	1.00	6
converge	0	2.65	1.38	1	27	0.96	32
convergence	0	2.2	1.19	2	27	0.93	12
convergent	0	2.08	1.02	3	29	0.90	2
converging	0	2.59	1.27	1	30	0.97	21
conversable	0	2.04	1.15	2	28	0.93	1
conversation	0	3.28	1.41	0	29	1.00	2543
conversational	0	2.29	0.98	2	30	0.93	27
conversationalist	0	2.7	1.41	0	27	1.00	23
conversationally	0	1.77	0.9	0	30	1.00	0
converse	0	2.85	1.41	1	27	0.96	66
conversely	0	1.7	1.24	0	30	1.00	8
converser	0	2.54	1.3	3	29	0.90	0
conversion	0	2.46	1.14	0	28	1.00	66
convert	0	2.73	1.36	0	30	1.00	159
converted	0	2.2	1.44	0	25	1.00	132
converter	0	3.61	1.29	2	30	0.93	11
convertibility	0	2.21	1.25	4	28	0.86	0
convertible	0	4.46	0.88	0	28	1.00	166
convertibly	0	2.07	1.27	2	29	0.93	0
converting	0	2.19	1.14	1	28	0.96	41
convertor	0	3.85	1.26	0	27	1.00	0
convex	0	3.33	1.32	3	24	0.88	9
convey	0	1.72	0.92	0	29	1.00	136
conveyable	0	2.27	1.19	1	27	0.96	0
conveyance	0	2.85	1.7	1	28	0.96	11
conveyer	0	3.89	1.34	2	29	0.93	0
conveyor	0	4.22	1.09	0	27	1.00	43
convict	0	4.11	1.28	0	27	1.00	324
convictable	0	2.15	1.38	1	27	0.96	0
conviction	0	2.07	1.25	0	28	1.00	303
convictional	0	1.79	1.1	1	29	0.97	0
convince	0	1.85	0.95	0	27	1.00	955
convinced	0	2.07	1.33	0	29	1.00	1061
convincer	0	2.4	1.47	2	27	0.93	2
convincible	0	1.78	1.01	2	29	0.93	0
convincing	0	1.85	0.95	0	27	1.00	353
convincingly	0	1.65	0.8	0	26	1.00	11
convolute	0	2.05	1.21	2	24	0.92	0
convoluted	0	1.82	1.19	0	28	1.00	14
convolution	0	1.82	1.09	1	29	0.97	1
convoy	0	3.54	1.4	0	28	1.00	181
convulse	0	3.74	1.39	1	24	0.96	6
convulsion	0	3.62	1.35	0	29	1.00	10
convulsive	0	2.92	1.06	2	28	0.93	0
convulsively	0	2.46	1.36	4	30	0.87	2
convulsiveness	0	2.59	1.34	3	30	0.90	0
cooing	0	3.82	1.42	1	29	0.97	24
cook	0	4.32	1.02	0	28	1.00	2324
cookbook	0	4.9	0.31	0	30	1.00	37
cooker	0	4.22	0.97	0	27	1.00	34
cookhouse	0	4.62	0.92	2	26	0.92	1
cookie	0	5	0	0	27	1.00	852
cooking	0	4.19	0.92	0	27	1.00	1307
cookout	0	4.25	1.11	0	28	1.00	39
cookware	0	4.84	0.37	0	25	1.00	6
cool	0	3.53	1.07	0	30	1.00	9990
coolant	0	4.25	0.93	0	28	1.00	35
cooler	0	4.14	1.15	0	28	1.00	360
coolheaded	0	2.26	1.29	1	28	0.96	0
cooling	0	3.03	1.32	0	29	1.00	112
coolly	0	1.86	1.01	1	29	0.97	6
coolness	0	2.67	1.27	0	30	1.00	18
coonhound	0	4.29	1.21	2	30	0.93	3
coop	0	4.46	0.96	1	29	0.97	528
cooperate	0	1.87	1.12	0	31	1.00	528
cooperation	0	2.03	1.13	0	30	1.00	407
cooperative	0	2.5	1.28	0	30	1.00	104
cooperator	0	3.32	1.44	2	30	0.93	1
coordinate	0	2.36	1.29	1	26	0.96	130
coordination	0	2.86	1.13	0	29	1.00	60
coordinator	0	3.52	1.33	0	29	1.00	81
coot	0	3.09	1.5	4	27	0.85	36
cootie	0	2.71	1.54	4	32	0.88	9
cop	0	4.3	1.23	0	27	1.00	4393
copartner	0	2.96	1.51	2	27	0.93	0
cope	0	1.78	1.01	0	32	1.00	166
copied	0	3.15	1.12	0	26	1.00	128
copier	0	4.72	0.7	0	29	1.00	32
copilot	0	4.59	0.89	0	27	1.00	54
coping	0	1.67	0.92	0	30	1.00	53
copious	0	2.38	1.47	1	27	0.96	9
copiously	0	1.58	0.78	2	26	0.92	9
copiousness	0	1.81	0.83	2	29	0.93	0
copout	0	1.7	0.95	3	30	0.90	1
copper	0	4.52	0.8	0	27	1.00	336
copperhead	0	4.73	0.58	1	31	0.97	7
copperplate	0	4.36	0.86	2	27	0.93	1
coppersmith	0	4.5	0.76	1	27	0.96	0
copperware	0	4.61	0.63	0	28	1.00	0
coppery	0	2.96	1.27	4	28	0.86	2
coproduce	0	2.8	1.29	3	28	0.89	0
copulate	0	3.13	1.72	0	30	1.00	13
copulation	0	3.28	1.43	3	28	0.89	8
copy	0	3.9	1.35	0	30	1.00	2666
copybook	0	4.67	0.88	2	29	0.93	4
copycat	0	3.65	1.26	0	26	1.00	44
copyholder	0	3.68	1.25	1	23	0.96	0
copyist	0	3.75	1.11	4	28	0.86	6
copyreader	0	4.08	1.26	3	29	0.90	0
copyright	0	3.04	1.72	1	26	0.96	31
copyrightable	0	2.54	1.36	2	28	0.93	0
copyrighter	0	4.08	1.16	3	29	0.90	0
copywriter	0	4.07	1.25	0	28	1.00	9
coral	0	4.4	1.13	1	31	0.97	121
coralroot	0	4.38	1.21	4	28	0.86	0
cord	0	4.63	0.88	0	27	1.00	358
corded	0	4.11	1.22	0	27	1.00	1
cordial	0	2.08	1.1	0	24	1.00	62
cordiality	0	1.44	0.65	2	27	0.93	2
cordially	0	1.71	1.04	0	31	1.00	19
cordialness	0	1.65	0.85	2	28	0.93	0
cording	0	3.67	1.37	4	28	0.86	1
cordless	0	3.83	1.31	0	29	1.00	20
corduroy	0	4.56	1.09	0	27	1.00	34
core	0	3.96	1.28	0	26	1.00	501
coreless	0	2.79	1.5	2	30	0.93	0
cork	0	4.86	0.45	0	28	1.00	146
corkboard	0	4.92	0.27	1	27	0.96	3
corked	0	3.59	1.25	1	28	0.96	13
corking	0	3.88	1.21	0	26	1.00	3
corkscrew	0	4.85	0.46	0	27	1.00	57
corkwood	0	4.6	0.65	3	28	0.89	0
corn	0	4.96	0.19	1	28	0.96	725
cornball	0	4.04	1.45	2	29	0.93	20
cornbread	0	4.79	0.62	0	29	1.00	46
corncob	0	4.71	0.85	0	28	1.00	11
cornea	0	4.86	0.44	0	29	1.00	16
corneal	0	3.46	1.38	4	28	0.86	10
corner	0	4.61	0.99	0	28	1.00	2679
cornered	0	2.66	1.34	0	29	1.00	117
cornerstone	0	4.04	1.34	0	27	1.00	34
cornfield	0	4.96	0.19	1	28	0.96	36
cornflake	0	4.74	0.76	0	27	1.00	0
cornflakes	0	4.82	0.61	1	29	0.97	25
cornflower	0	4.71	0.71	1	29	0.97	3
cornhusk	0	4.83	0.38	0	29	1.00	0
cornhusker	0	4.57	0.84	2	30	0.93	0
cornmeal	0	4.83	0.54	0	29	1.00	12
cornrow	0	4.52	0.96	4	29	0.86	2
cornstalk	0	4.72	0.92	0	29	1.00	2
cornstarch	0	4.56	0.85	0	27	1.00	9
cornucopia	0	4.11	1.45	0	28	1.00	15
corny	0	2.18	1.16	1	29	0.97	202
corona	0	3.46	1.47	2	26	0.92	58
coronary	0	3	1.36	1	31	0.97	101
coronation	0	3.23	1.31	4	30	0.87	107
coroner	0	4.34	1.23	1	30	0.97	458
corporal	0	2.8	1.5	4	29	0.86	802
corporality	0	2.23	1.31	3	29	0.90	0
corporate	0	2.27	0.87	0	30	1.00	521
corporately	0	2.17	1.17	1	25	0.96	0
corporation	0	2.79	1.47	0	28	1.00	393
corporeal	0	3.19	1.55	4	30	0.87	25
corps	0	3.43	1.37	1	29	0.97	555
corpse	0	4.89	0.42	0	28	1.00	515
corral	0	4.54	0.79	0	28	1.00	119
correct	0	2.59	1.34	0	27	1.00	2292
correctable	0	2.15	1.13	0	27	1.00	5
corrected	0	2.41	0.97	0	27	1.00	134
correctible	0	2.31	1.01	2	28	0.93	0
correcting	0	2.88	1.33	1	25	0.96	41
correction	0	3	1.41	0	26	1.00	163
correctional	0	2.24	1.15	0	29	1.00	74
corrective	0	2.52	1.12	0	29	1.00	26
correctively	0	1.76	0.88	3	28	0.89	0
correctly	0	2.07	1.33	0	27	1.00	309
correctness	0	2.36	1.13	0	28	1.00	12
corrector	0	2.73	1.34	3	29	0.90	0
correlate	0	1.63	0.93	0	30	1.00	19
correlated	0	1.9	1.06	1	31	0.97	3
correlation	0	2.04	1.29	0	28	1.00	29
correlational	0	1.58	0.86	1	27	0.96	0
correlative	0	1.75	0.85	3	27	0.89	1
correlatively	0	1.54	0.83	3	27	0.89	0
correlativeness	0	1.8	1.12	4	29	0.86	0
correlativity	0	1.52	0.8	2	29	0.93	0
correspond	0	2.27	1.46	0	26	1.00	48
correspondence	0	3.35	1.55	0	26	1.00	115
correspondent	0	3.44	1.31	1	28	0.96	110
correspondently	0	1.88	0.97	3	28	0.89	0
corresponding	0	2.17	1.09	0	24	1.00	29
correspondingly	0	1.9	1.11	0	29	1.00	1
corridor	0	4.72	0.8	0	29	1.00	284
corroborate	0	1.76	0.83	3	28	0.89	56
corroboration	0	1.92	1.12	2	27	0.93	16
corroborative	0	2	1.06	3	27	0.89	2
corroboratively	0	2.12	0.99	2	28	0.93	0
corroborator	0	3.56	1.19	2	29	0.93	0
corroboratory	0	1.96	1.02	1	24	0.96	0
corrode	0	4.04	1.08	0	26	1.00	5
corrodible	0	2.61	1.37	4	27	0.85	0
corroding	0	3.1	1.26	0	29	1.00	3
corrosion	0	4.26	1.05	2	25	0.92	10
corrosive	0	3.3	1.2	2	29	0.93	19
corrosively	0	2.43	1.19	0	30	1.00	0
corrosiveness	0	2.65	1.29	1	27	0.96	0
corrugate	0	3.17	1.28	1	30	0.97	0
corrugated	0	3.76	1.42	2	27	0.93	10
corrugation	0	3.32	1.28	4	29	0.86	0
corrupt	0	2.03	1.24	1	30	0.97	271
corrupted	0	2.14	1.18	0	28	1.00	97
corrupter	0	2.96	1.51	0	27	1.00	2
corruptibility	0	1.5	0.65	1	27	0.96	0
corruptible	0	2.3	1.27	0	27	1.00	10
corruptibleness	0	1.52	0.74	1	30	0.97	0
corrupting	0	2.21	1.26	1	30	0.97	40
corruption	0	2.39	1.45	0	28	1.00	218
corruptive	0	1.79	0.94	0	29	1.00	0
corruptly	0	1.79	1.03	0	28	1.00	1
corruptness	0	1.86	1.04	1	29	0.97	1
corruptor	0	2.4	1.47	1	26	0.96	1
corsage	0	4.38	1.13	1	27	0.96	48
corset	0	4.48	1.09	1	28	0.96	45
corseted	0	3.77	1.34	3	29	0.90	1
cortex	0	3.79	1.2	2	30	0.93	57
cortisone	0	3.65	1.43	3	26	0.88	29
corvette	0	4.76	0.66	3	28	0.89	69
cosign	0	3.44	1.05	1	28	0.96	13
cosigner	0	3.61	1.29	1	29	0.97	0
cosmetic	0	2.96	1.35	0	28	1.00	92
cosmetically	0	2.52	1.48	0	25	1.00	2
cosmetician	0	4.15	1.35	3	29	0.90	3
cosmetics	0	4.72	0.65	0	29	1.00	98
cosmetologist	0	4.22	1.05	0	27	1.00	7
cosmetology	0	3	1.41	2	30	0.93	9
cosmic	0	2.76	1.55	0	29	1.00	184
cosmically	0	1.96	1.21	0	25	1.00	9
cosmological	0	1.77	0.99	3	29	0.90	4
cosmologically	0	2.11	1.19	1	28	0.96	0
cosmologist	0	4.18	1.4	4	26	0.85	1
cosmology	0	2.52	1.64	3	28	0.89	6
cosmonaut	0	4.46	1.07	3	29	0.90	8
cosmopolitan	0	2.65	1.44	1	27	0.96	59
cosmopolitanism	0	1.56	0.71	4	29	0.86	0
cosmos	0	3.19	1.69	0	27	1.00	153
cosponsor	0	2.65	1.47	1	24	0.96	1
cost	0	2.5	1.2	0	28	1.00	2801
costar	0	3.74	1.26	1	28	0.96	13
costing	0	2.85	1.29	0	27	1.00	122
costless	0	2	1.27	1	28	0.96	0
costliness	0	2.31	1.26	1	30	0.97	0
costly	0	2.07	1.44	0	27	1.00	79
costume	0	4.57	0.86	0	30	1.00	721
costumed	0	3.61	1.5	1	29	0.97	9
costumer	0	4.04	1.26	3	30	0.90	8
costuming	0	3.08	1.5	2	27	0.93	2
cot	0	4.67	0.68	0	27	1.00	102
cottage	0	4.85	0.36	0	27	1.00	270
cotton	0	4.97	0.19	0	29	1.00	723
cottonmouth	0	3.75	1.35	1	29	0.97	2
cottonseed	0	4.7	0.87	0	27	1.00	0
cottontail	0	4.45	0.95	0	29	1.00	9
cottonweed	0	4.73	0.72	1	27	0.96	0
cottonwood	0	4.33	1.24	1	25	0.96	15
cottony	0	2.61	1.31	1	29	0.97	3
couch	0	4.71	1.05	0	28	1.00	1197
couched	0	2.3	1.41	3	30	0.90	2
cougar	0	4.82	0.55	0	28	1.00	102
cough	0	4.36	1.19	0	28	1.00	448
could	0	1.34	1.04	0	29	1.00	83109
council	0	2.73	1.48	0	26	1.00	863
councilman	0	4.26	1.1	0	27	1.00	72
councilor	0	3.78	1.15	2	29	0.93	9
councilwoman	0	4.59	0.75	0	27	1.00	7
counsel	0	2.48	1.43	0	29	1.00	726
counseling	0	2.85	1.41	0	27	1.00	211
counselor	0	4.24	0.95	0	29	1.00	506
count	0	3	1.41	0	29	1.00	4588
countable	0	3	1.49	0	27	1.00	10
countdown	0	3.3	1.2	0	27	1.00	180
counter	0	4.17	1.07	0	29	1.00	709
counteraccusation	0	1.85	0.95	2	29	0.93	0
counteract	0	2.14	1.25	0	29	1.00	24
counteracting	0	2.24	1.27	0	25	1.00	2
counteraction	0	2.22	1.2	1	24	0.96	1
counteractive	0	2.04	1.19	0	27	1.00	8
counteragent	0	3.12	1.51	2	26	0.92	1
counterapproach	0	2.11	1.07	1	29	0.97	0
counterargument	0	2.17	1.31	1	30	0.97	1
counterattack	0	2.92	1.35	1	27	0.96	40
counterattraction	0	2.36	1.38	3	28	0.89	0
counterbalance	0	2.55	1.18	1	30	0.97	11
counterbid	0	2.46	1.17	1	29	0.97	0
counterblast	0	2.62	1.31	4	28	0.86	0
counterblow	0	3.3	1.35	2	29	0.93	0
countercheck	0	3.12	1.45	3	28	0.89	0
counterclaim	0	2.4	1.32	2	27	0.93	0
counterclockwise	0	3.67	1.44	0	27	1.00	22
counterculture	0	1.97	1.16	0	30	1.00	9
countercurrent	0	2.44	1.5	4	29	0.86	0
counterdemonstration	0	3.67	1.14	3	30	0.90	0
counterespionage	0	2.17	1.31	1	30	0.97	8
counterevidence	0	2.85	1.38	2	28	0.93	0
counterfeit	0	3.64	1.19	0	28	1.00	157
counterfeiter	0	3.96	1.26	0	27	1.00	5
counterforce	0	2.38	1.24	2	28	0.93	1
counterhypothesis	0	1.92	1.14	3	27	0.89	0
counterintelligence	0	2.38	1.35	0	29	1.00	19
counterintuitive	0	1.76	1.13	2	27	0.93	3
counterirritant	0	2.68	1.49	4	29	0.86	1
countermeasure	0	2.93	1.39	0	29	1.00	10
countermotion	0	2.08	1.28	2	26	0.92	0
countermove	0	2.59	1.25	0	27	1.00	4
countermovement	0	2.48	1.33	1	26	0.96	0
counteroffensive	0	2.39	1.29	1	29	0.97	6
counteroffer	0	2.85	1.32	1	28	0.96	15
